member,organization,program,ein,amount,agency,purpose
Speaker,Staten Island Economic Development Corporation,,133706442,35000,SBS,Funds will help support the business corridor of the Victory Boulevard Merchants association. Page 145 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,Staten Island Economic Development Corporation,,133706442,140000,SBS,Funds will be used for programming and operating expenses.
Borelli,Staten Island Economic Development Corporation,Annual Business Conference & Small Business/Entrepreneur Events - Council District 51,133706442,50500,SBS,Support for SIEDC annual business conference and 2 small business/entrepreneur events in Council District 51.
Matteo,Staten Island Economic Development Corporation,New Dorp BID,133706442,25000,SBS,"Funds will be used to support the New Dorp BID including cleaning, marketing, beautification and events."
Matteo,Staten Island Economic Development Corporation,Richmond Road Merchants Association,133706442,25000,SBS,"Funds will be used to further expand efforts on behalf of the Richmond Road Merchants Association including additional joint marketing, business development strategies and beautification."
Matteo,Staten Island Economic Development Corporation,Victory Blvd Business District Corridor,133706442,25000,SBS,"Funds will be used for general business and administrative services, and for BID formation services along Victory Blvd Business District Corridor."
Matteo,Staten Island Federation of Parent Teacher Associations,,133255838,5000,DYCD,Funds will be used to support parent workshops with materials and supplies for meetings.
Borelli,Staten Island Historical Society,,131985514,7500,DCLA,Funds will be used to support youth programming and community support programs in Council District 51.
Matteo,Staten Island Historical Society,,131985514,10000,DYCD,Funds will be used for general operating cost and ground beautification.
Rose,Staten Island Institute of Arts and Sciences,Education Program - Council District 49,135564127,5000,DCLA,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with providing district youth with exposure to the museum’s collection and develop an appreciation of/understanding for the arts and sciences."
Borelli,Staten Island Institute of Arts and Sciences,Public School 4R (31R004),135564127,5000,DCLA,Funding for P.S. 4R in Council District 51 to visit & programming.
Matteo,"Staten Island NFP Association, Inc.",,203560375,1500,SBS,Funds will be used to support workshops and training programs.
Rose,"Staten Island NFP Association, Inc.",Leadership Capacity Building Program,203560375,5000,SBS,"Funds will support the administrative, staffing and operational costs associated with consultations with individuals looking to start a not-for-profit and running topical workshops."
Borelli,"Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,Funding to support the operational costs of maintaining the Museum.
Rose,"Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,"Funds will support the administrative, staffing and operational costs associated with maintaining the museum and collection."
Matteo,Staten Island University Hospital,,112868878,10000,DHMH,Funds will be used for general operating cost.
Borelli,"Staten Island Zoological Society, Inc.",,135680691,5000,DCLA,Funds will be used for programming and support for students in Council District 51.
Rose,"Staten Island Zoological Society, Inc.",Education Programming & Animal Care,135680691,5000,DCLA,"Funds will support the administrative, staffing and operational costs associated with running the zoological park and presenting its programs."
Chin,"StoryCorps, Inc.",,133753011,3500,DCLA,Funding will support work with NYC-based community and cultural organizations to record interviews and build oral history in New York City including at the Foley Square StoryCorps booth.
Johnson,"StoryCorps, Inc.",Legacy Initiative,133753011,5000,DCLA,"Funding to the Legacy Initiative enabling people with serious illness and their families an opportunity to record, preserve, and share the stories of their lives."
Powers,"STPCV Tenants Association Foundation, Inc.",,274554330,30000,HPD,"Funding will support tenant education programs and support organizational costs, and administrative support."
Perkins,"Street Corner Resources, Inc.",Mobile Unit & Youth and Anti-Violence Program - Council District 9,260149521,10000,DYCD,"Funding to support the Mobile Unit, Youth and Anti-Violence Programming and activities in Council District 9."
Levine,"Street Corner Resources, Inc.",Mobile Unit & Youth Support Program,260149521,5000,DYCD,To fund anti-violence programs and services in West Harlem and Upper Manhattan. Page 146 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Perkins,"Street Corner Resources, Inc.",Peace Cafe & Music Studio Anti-Gun Program,260149521,15000,DYCD,Funds will support Peace Cafe and Music Studio Anti-Gun Program.
Louis,"Street Soccer USA, Inc.",Council District45,264694946,2500,DYCD,Funds will be used for sports-based curriculum in Council District 45
Gibson,"Student Leadership Network, Inc.",College Bound Initiative - Council District 16,061517218,5000,DOE,"Funds support College Bound Initiative which provides students in Bronx Early College Academy, Mott Hall Bronx High School, Urban Assembly for Applied Math and Science, Bronx Latin, and Validus Preparatory Academy, with college readiness preparation."
Diaz,"Student Leadership Network, Inc.",College Bound Initiative - Mott Hall V High School,061517218,5000,DOE,"Funding to support the College Bound Initiative at Mott Hall V High School. CD22 Student Leadership Network, Inc. - College Bound Initiative - Young Women's Leadership Academy"
,"Funding to support the College Bound Initiative at Mott Hall V High School. CD22 Student Leadership Network, Inc.",College Bound Initiative - Young Women's Leadership Academy,061517218,5000,DOE,Funds will be used to support a full time college board initiative counselor at the Young Women's Leadership Academy in Astoria.
Reynoso,"Student Leadership Network, Inc.",The Young Women’s Leadership Schools (TYWLS),061517218,5000,DOE,"To support a CBI counselor at TYWLS Williamsburg, who will provide early college and career awareness, college application, financial aid information and enrollment support."
Rivera,"Studio in a School Association, Inc.",Art Programming @ Earth School (01M364),133003112,5000,DCLA,Funds will support Studio in a School's programs at The Earth School.
Levine,Sugar Hill Children's Museum of Art and Storytelling,Art & Education Programs,465412811,5000,DCLA,"Funding to support the art and education programs at the Sugar Hill Children's Museum of Art, including virtual programming."
Borelli,"Sundog Theatre, Inc.",Art Program,450476945,5000,DCLA,Funds will be used to support programming at Council District 51 schools.
Speaker,"Queens Sunnyside Community Services, Inc.",,510189327,25000,DFTA,"To support a comprehensive range of senior services that promote healthy aging, provide socialization opportunities, and enable seniors to age independently in place within their communities."
Speaker,"Moya Sunnyside Community Services, Inc.",PS 19 Beacon Expansion,510189327,75000,DYCD,Funding to support expansion of existing programming at PS 19 for SAT Prep for high school aged youth.
Van Bramer,Sunnyside District Management Association,"Public Programming, Lighting, & Maintenance",261278224,17500,SBS,"This funding will support public programming activities throughout Sunnyside, holiday lighting, and maintenance of Bliss & Lowery Plazas and the Sunnyside Arch."
Menchaca,"Sunset Park District Management Association, Inc.",Outreach & Education Services,113251860,15000,SBS,"Funds will be used for direct outreach to and services for small businesses, residents, and building owners within the Sunset Park BID."
Powers,"Sutton Place Parks Conservancy, Inc.",,474054653,5000,DPR,"Funding will support clean up, maintenance and restoration around Sutton Place."
Brooks-Powers,"Swim Strong Foundation, Inc.",Far Rockaway,371526132,5000,DYCD,Funds to be used for the swim safe program in Far Rockaway.
Levine,"Symphony Space, Inc., The",Reopening Preparedness Plan,132941455,3500,DYCD,"Design, electrical, and other operating cost associated with reopening the Theatre."
Johnson,"TADA! Theatre and Dance Alliance, Inc.",,133311294,10000,DCLA,"Funds will support additional marketing and outreach, conversations and talk-backs."
